"ID" "Subject" "Session" "PGG_Contrib_t" "PGG_PunAss_t" "PGG_PunRec_t" "PGG_Income_t" "PGG_Leader_t" "PGG_LeaPun_t" "PGG_Contrib_1" "PGG_Contrib_2" "PGG_Contrib_3" "PGG_Contrib_4" "PGG_Contrib_5" "PGG_Contrib_6" "PGG_PunAss_1" "PGG_PunAss_2" "PGG_PunAss_3" "PGG_PunAss_4" "PGG_PunAss_5" "PGG_PunAss_6" "PGG_PunRec_1" "PGG_PunRec_2" "PGG_PunRec_3" "PGG_PunRec_4" "PGG_PunRec_5" "PGG_PunRec_6" "PGG_PunAss1_1" "PGG_PunAss1_2" "PGG_PunAss1_3" "PGG_PunAss1_4" "PGG_PunAss1_5" "PGG_PunAss1_6" "PGG_PunAss2_1" "PGG_PunAss2_2" "PGG_PunAss2_3" "PGG_PunAss2_4" "PGG_PunAss2_5" "PGG_PunAss2_6" "PGG_PunAss3_1" "PGG_PunAss3_2" "PGG_PunAss3_3" "PGG_PunAss3_4" "PGG_PunAss3_5" "PGG_PunAss3_6" "PGG_PunAss4_1" "PGG_PunAss4_2" "PGG_PunAss4_3" "PGG_PunAss4_4" "PGG_PunAss4_5" "PGG_PunAss4_6" "PGG_PunRec1_1" "PGG_PunRec1_2" "PGG_PunRec1_3" "PGG_PunRec1_4" "PGG_PunRec1_5" "PGG_PunRec1_6" "PGG_PunRec2_1" "PGG_PunRec2_2" "PGG_PunRec2_3" "PGG_PunRec2_4" "PGG_PunRec2_5" "PGG_PunRec2_6" "PGG_PunRec3_1" "PGG_PunRec3_2" "PGG_PunRec3_3" "PGG_PunRec3_4" "PGG_PunRec3_5" "PGG_PunRec3_6" "PGG_PunRec4_1" "PGG_PunRec4_2" "PGG_PunRec4_3" "PGG_PunRec4_4" "PGG_PunRec4_5" "PGG_PunRec4_6" "PGG_Leader_1" "PGG_Leader_2" "PGG_Leader_3" "PGG_Leader_4" "PGG_Leader_5" "PGG_Leader_6" "PGG_Income_1" "PGG_Income_2" "PGG_Income_3" "PGG_Income_4" "PGG_Income_5" "PGG_Income_6" "PGG_LeaPun_1" "PGG_LeaPun_2" "PGG_LeaPun_3" "PGG_LeaPun_4" "PGG_LeaPun_5" "PGG_LeaPun_6" "UGDG_diff" "DG_Share" "UG_Prop_Offer" "UG_Prop_Acc" "UG_Rec_Offer" "UG_Rec_Acc" "fair_01" "anger_01" "fair_02" "anger_02" "fair_03" "anger_03" "fair_04" "anger_04" "fair_05" "anger_05" "gender" "bmi" "height" "weight" "hunger" "dom_t" "dom_01" "dom_02" "dom_03" "dom_03_rec" "dom_04" "dom_05" "mach_t" "mach_01" "mach_01_rec" "mach_02" "mach_02_rec" "mach_03" "mach_04" "mach_05" "mach_05_rec" "mach_06" "mach_07" "mach_08" "mach_08_rec" "mach_09" "mach_10" "mach_11" "mach_12" "mach_12_rec" "mach_13" "mach_13_rec" "mach_14" "mach_15" "mach_15_rec" "mach_16" "mach_17" "mach_18" "mach_18_rec" "mach_19" "mach_19_rec" "mach_20" "mach_20_rec" "sss_t" "sss_01" "sss_02" "sss_03" "sss_04" "sss_05" "sss_06" "sss_07" "sss_08" "sss_09" "sss_10" "ldom_01" "lalt_01" "lgood_01" "lhon_01" "ldom_02" "lalt_02" "lgood_02" "lhon_02" "ldom_03" "lalt_03" "lgood_03" "lhon_03" "ldom_04" "lalt_04" "lgood_04" "lhon_04"
"21" 21 1 6 120 2 10 140.6 0 30.8 20 20 20 20 20 20 1 0 0 1 0 0 2 1 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 1 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 20.2 20.6 13 25.2 30.8 30.8 0 0 0 0 0 0 0 10 10 1 25 1 4 3 3 3 2 3 3 3 2 4 0 23.120624 174 70 71 2.8 4 3 3 3 2 2 2.65 4 2 3 3 3 2 4 2 3 3 4 2 2 2 3 4 2 3 3 4 3 3 2 2 2 4 2 4 4 2 3 0 0 0 0 0 1 0 1 1 0 3 3 3 2 4 4 2 4 2 4 4 4 2 4 2 2
"22" 22 2 6 120 21 4 132.6 2 28.8 20 20 20 20 20 20 5 4 6 4 0 2 2 1 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 5 4 4 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 16.2 16.6 20 22.2 28.8 28.8 0 4 0 4 0 0 0 0 0 0 10 1 3 2 3 3 3 3 3 2 2 3 1 22.160665 190 80 50 2 2 1 3 3 2 2 2.4 4 2 4 2 4 2 4 2 2 2 3 3 1 2 3 3 3 5 1 2 3 3 2 2 2 4 1 5 5 1 6 1 0 0 0 1 1 1 1 1 0 2 2 2 2 3 4 4 5 5 4 4 4 2 2 2 1
"23" 23 3 6 80 18 31 93.6 1 24.8 8 9 13 13 20 17 6 6 3 3 0 0 9 5 7 7 0 3 2 1 3 1 0 0 2 1 0 1 0 0 0 0 0 0 0 0 2 4 0 1 0 0 1 0 0 1 0 0 5 4 4 4 0 2 0 0 0 0 0 0 3 1 3 2 0 1 0 0 0 0 0 1 6.2 13.6 12 12.2 24.8 24.8 0 0 0 0 0 0 -10 20 10 1 10 1 1 5 2 4 1 5 1 5 2 4 0 18.144869 166 50 74 2 2 2 4 2 2 2 3.35 2 4 2 4 3 4 3 3 3 4 3 3 3 2 4 3 3 3 3 5 3 3 3 4 2 4 2 4 5 1 6 1 1 1 0 1 1 0 1 0 0 2 3 2 1 4 1 2 5 1 3 3 1 2 2 2 1
"24" 24 4 6 110 11 7 144.6 3 29.8 20 10 20 20 20 20 3 1 4 2 0 1 2 4 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 1 3 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 18.2 20.6 22 24.2 29.8 29.8 3 0 4 0 0 0 25 0 25 1 0 0 3 1 1 2 4 2 4 2 2 3 1 21.12912 197 82 58 1 1 1 5 1 1 1 3.5 4 2 4 2 4 2 3 3 5 5 4 2 2 4 5 4 2 2 4 4 2 4 4 4 1 5 2 4 3 3 7 0 0 0 1 1 1 1 1 1 1 3 2 2 1 3 3 4 5 2 4 4 5 3 2 2 1
"25" 25 1 7 90 3 9 143.6 1 26.6 15 15 18 18 12 12 0 1 2 0 0 0 0 0 0 2 4 3 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 3 0 0 0 0 0 1 2 1 0 0 0 0 0 25.6 25.6 28.2 18.8 18.8 26.6 0 0 0 0 0 0 -5 50 45 1 60 1 3 2 2 4 1 5 2 4 1 4 1 22.204082 175 68 96 1.6 1 3 4 2 1 1 3.15 4 2 3 3 4 4 3 3 3 4 2 4 2 2 5 3 3 5 1 4 3 3 3 4 3 3 1 5 5 1 4 0 0 0 1 0 0 1 1 1 0 2 3 4 3 4 2 3 4 1 5 5 5 3 3 3 1
"26" 26 2 7 88 5 14 119.6 0 28.6 11 11 15 15 18 18 1 0 2 0 1 1 1 4 6 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 2 2 0 2 0 1 1 2 0 1 0 0 0 0 0 0 0 18.6 18.6 12.2 20.8 20.8 28.6 0 0 0 0 0 0 0 30 30 1 50 1 3 3 3 3 2 2 3 3 2 2 0 24.092971 168 68 49 3 3 4 3 3 3 2 3.75 2 4 1 5 3 4 2 4 4 5 2 4 3 3 4 3 3 3 3 4 2 4 2 4 2 4 1 5 3 3 5 1 0 1 0 0 0 0 1 1 1 2 4 3 2 2 4 4 4 1 3 4 5 2 2 3 2
"27" 27 3 7 98 14 3 150.6 0 28.6 15 15 15 15 19 19 0 3 3 3 5 0 2 0 0 0 1 0 0 0 0 2 3 0 0 2 2 0 2 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 23.6 23.6 27.2 23.8 23.8 28.6 0 0 0 0 0 0 -30 80 50 1 45 1 3 5 3 3 3 4 3 4 3 4 0 27.309968 169 78 3 3.4 2 5 4 2 4 4 3.3 2 4 2 4 2 4 2 4 4 4 2 4 1 2 5 1 5 2 4 4 4 2 3 1 2 4 2 4 5 1 2 0 0 0 1 0 0 1 0 0 0 4 3 4 4 4 2 3 4 4 4 3 5 1 2 3 2
"28" 28 4 7 98 10 6 130.6 5 25.6 13 13 16 16 20 20 2 1 2 0 3 2 0 1 3 1 1 0 0 0 0 0 1 2 1 1 2 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 24.6 24.6 14.2 20.8 20.8 25.6 0 1 2 0 3 2 40 20 60 1 30 1 2 3 2 3 4 2 4 2 2 4 1 25.50404 193 95 21 2.4 2 3 4 2 2 3 3.2 2 4 4 2 2 4 3 3 3 4 5 1 2 3 5 2 4 4 2 4 3 3 5 4 4 2 1 5 4 2 3 0 0 0 0 1 0 1 1 0 0 2 3 3 2 4 3 3 5 3 3 3 5 3 3 2 2
"29" 29 1 8 25 35 55 4 3 -12 3 3 1 16 1 1 3 0 3 8 9 12 13 6 14 1 6 15 0 0 0 0 0 0 1 0 0 1 1 2 1 0 0 3 1 10 1 0 3 4 7 0 0 0 0 0 0 0 4 2 3 1 1 3 8 4 10 0 4 10 1 0 1 0 1 2 1 0 0 1 1 0 7.4 7.4 6.6 6.6 -12 -12 3 0 0 8 9 0 0 33 33 1 17 1 4 2 4 3 4 2 3 2 4 2 1 22.893074 181 75 12 1.8 2 2 5 1 2 2 3.1 2 4 3 3 4 4 4 2 1 2 2 4 2 2 5 3 3 2 4 5 5 1 2 5 2 4 2 4 5 1 5 1 0 0 0 1 1 1 1 0 0 2 5 3 2 3 5 3 2 3 4 3 2 3 2 3 2
"30" 30 2 8 54 27 16 56 0 -6 10 10 7 7 10 10 5 4 4 4 4 6 1 0 0 1 6 8 4 2 3 1 1 3 0 0 0 0 0 0 1 1 1 1 1 3 0 1 0 2 2 0 1 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 4 5 0 0 0 0 1 1 0 0 0 0 0 0 14.4 14.4 19.6 19.6 -6 -6 0 0 0 0 0 0 -40 50 10 1 0 1 1 4 2 3 1 3 2 3 1 3 1 23.163373 187 81 80 2.4 2 2 4 2 3 3 2.65 5 1 5 1 1 4 3 3 4 4 4 2 1 1 3 2 4 4 2 3 2 4 1 3 3 3 1 5 3 3 5 1 0 0 0 0 1 1 1 1 0 2 3 4 4 2 3 2 2 4 3 2 3 3 2 2 2
"31" 31 3 8 23 61 26 22 1 -15 5 5 5 6 1 1 8 8 10 2 18 15 2 1 1 4 3 15 8 4 10 0 4 10 0 0 0 0 4 5 0 0 0 0 0 0 0 4 0 2 10 0 1 0 0 3 1 10 1 1 1 1 1 3 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 12.4 12.4 13.6 13.6 -15 -15 0 0 0 0 0 15 0 0 0 1 33 1 4 3 3 3 2 2 2 2 3 2 0 23.711845 163 63 96 1.6 2 1 4 2 2 1 3.35 4 2 3 3 5 4 3 3 4 4 3 3 1 2 5 4 2 4 2 5 2 4 5 3 3 3 1 5 4 2 6 1 0 0 0 1 0 1 1 1 1 1 3 2 2 4 3 4 4 4 3 5 5 1 3 1 1
"32" 32 4 8 66 10 36 45.6 2 7.8 3 3 15 5 20 20 1 0 1 0 3 5 1 5 3 8 19 0 1 0 1 0 1 2 0 0 0 0 1 1 0 0 0 0 1 2 0 0 0 0 0 0 1 0 3 4 7 0 0 1 0 2 2 0 0 4 0 2 10 0 0 0 0 0 0 0 0 1 1 0 0 0 10.4 10.4 4.6 4.6 7.8 7.8 0 0 1 0 0 0 10 7 17 1 10 1 4 3 3 3 4 4 3 3 4 2 0 20.715694 173 62 77 2.2 2 3 3 3 2 1 3.15 4 2 1 5 3 4 2 4 4 4 4 2 2 2 3 3 3 4 2 4 4 2 4 4 3 3 1 5 5 1 5 0 0 0 1 0 1 0 1 1 1 2 2 2 2 4 4 4 4 1 1 1 1 1 1 1 1
"33" 33 1 9 120 18 3 137.6 1 23 20 20 20 20 20 20 4 3 3 2 4 2 0 1 0 1 0 1 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 3 3 0 2 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 21.2 20.8 24.6 25 23 23 0 0 0 0 4 0 10 30 40 1 100 1 2 2 3 3 5 2 3 3 3 3 1 20.902386 183 70 28 3.4 4 5 3 3 2 3 2.5 4 2 4 2 3 2 4 2 2 4 4 2 1 1 4 4 2 4 2 3 4 2 3 3 2 4 2 4 4 2 5 1 0 0 0 0 1 1 1 1 0 4 2 2 2 4 3 3 3 4 4 4 4 4 2 2 2
"34" 34 2 9 101 4 10 149.6 1 25 14 18 9 20 20 20 0 2 0 0 2 0 1 1 6 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 1 0 1 0 0 1 0 0 0 28.2 23.8 20.6 27 25 25 0 0 0 0 0 0 0 40 40 1 50 1 3 4 3 3 2 4 3 3 2 4 0 19.151192 171 56 96 3.2 4 3 4 2 4 3 2.45 4 2 4 2 2 2 4 2 2 3 5 1 2 2 4 4 2 5 1 4 4 2 4 2 4 2 1 5 3 3 2 0 1 0 0 0 0 0 1 0 0 2 4 3 2 3 3 3 2 2 4 4 5 3 4 3 5
"35" 35 3 9 120 0 3 153.6 1 25 20 20 20 20 20 20 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 25.2 23.8 27.6 27 25 25 0 0 0 0 0 0 50 0 50 1 40 1 3 2 3 3 4 2 3 3 4 2 0 17.158054 187 60 79 2.2 1 5 3 3 1 1 2.35 2 4 4 2 3 3 5 1 2 1 4 2 1 1 4 4 2 5 1 4 4 2 4 1 1 5 3 3 5 1 6 1 0 0 0 0 1 1 1 1 1 1 5 3 3 5 3 3 3 1 5 3 5 3 1 3 3
"36" 36 4 9 63 12 18 155.6 3 29 9 9 20 15 0 10 0 3 3 3 0 3 3 5 0 2 6 2 0 1 0 1 0 1 0 1 3 1 0 1 0 1 0 1 0 1 0 0 0 0 0 0 3 3 0 2 4 2 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 27.2 19.8 24.6 26 29 29 0 0 0 3 0 3 50 50 100 1 40 1 2 5 3 5 2 5 2 5 3 5 0 20.761246 170 60 39 2.6 2 3 3 3 3 2 2.7 5 1 5 1 3 4 3 3 4 4 3 3 2 2 3 2 4 4 2 3 5 1 4 3 3 3 3 3 5 1 4 0 0 1 1 0 0 1 1 0 0 1 5 4 3 2 4 3 3 3 3 3 3 2 3 3 3
"37" 37 1 10 120 1 2 183 1 32 20 20 20 20 20 20 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 26 32 32 32 29 32 1 0 0 0 0 0 30 0 30 0 50 1 1 3 2 5 5 2 5 2 3 3 0 20.571429 175 63 80 3 2 2 4 2 5 4 3.1 3 3 4 2 3 2 4 2 5 3 3 3 3 4 4 2 4 3 3 4 2 4 2 2 3 3 1 5 5 1 6 1 0 0 0 1 1 1 1 1 0 1 4 3 2 1 2 2 1 1 5 5 5 2 3 2 2
"38" 38 2 10 115 6 3 180 0 32 15 20 20 20 20 20 3 0 0 0 3 0 3 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 23 32 32 32 29 32 0 0 0 0 0 0 0 50 50 1 50 1 3 4 1 5 2 5 1 5 4 5 1 21.222808 179 68 56 3.4 1 4 2 4 4 4 3.05 4 2 3 3 3 2 3 3 1 1 1 5 1 4 4 2 4 4 2 4 2 4 4 4 2 4 2 4 4 2 4 0 1 0 0 0 0 1 1 1 0 4 4 3 2 5 4 4 4 4 4 4 4 4 2 2 4
"39" 39 3 10 120 1 2 183 4 32 20 20 20 20 20 20 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 26 32 32 32 29 32 0 0 0 0 0 0 30 20 50 1 30 0 2 4 2 4 5 2 5 3 3 3 0 23.888441 183 80 100 2.2 2 2 4 2 2 3 2.4 4 2 4 2 2 1 5 1 2 3 4 2 2 2 2 5 1 4 2 3 4 2 5 5 2 4 2 4 5 1 2 0 0 0 0 1 0 0 1 0 0 2 2 2 1 3 5 3 5 2 5 3 5 2 1 1 1
"40" 40 4 10 120 1 2 183 1 32 20 20 20 20 20 20 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 26 32 32 32 29 32 0 0 0 0 0 0 0 50 50 1 50 1 2 3 1 5 5 2 1 2 1 3 0 20.79673 167 58 40 2 2 2 5 1 1 4 3.05 5 1 5 1 2 3 2 4 2 3 4 2 1 2 4 1 5 2 4 5 4 2 5 4 1 5 1 5 5 1 3 0 0 0 0 0 1 1 1 0 0 3 5 3 2 3 4 3 4 2 2 3 4 3 5 3 2
"41" 41 1 11 46 13 6 123.8 2 8.8 10 8 10 10 8 0 1 2 2 1 2 5 0 0 0 0 1 5 0 0 0 0 0 0 0 2 0 0 1 2 1 0 2 1 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 4 1 1 0 0 0 0 24.2 22 26 24.6 18.2 8.8 1 2 0 0 0 0 25 10 35 1 100 1 2 4 2 3 1 2 4 2 2 3 0 27.414454 174 83 34 2.6 2 2 2 4 2 3 2.65 5 1 5 1 3 2 5 1 2 3 3 3 2 2 4 2 4 4 2 4 4 2 4 3 2 4 1 5 5 1 6 1 0 0 0 1 0 1 1 1 1 2 2 2 2 1 2 2 2 1 4 4 4 2 1 3 5
"42" 42 2 11 54 3 12 107.8 1 13.8 10 0 20 10 5 9 0 0 2 1 0 0 0 6 0 1 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 2 0 0 1 2 0 0 0 0 0 0 0 1 0 1 0 0 0 3 0 0 2 0 0 0 0 1 0 0 25.2 14 16 21.6 17.2 13.8 0 0 0 1 0 0 99 1 100 1 40 1 2 4 4 2 3 3 5 4 2 3 1 21.913806 185 75 14 2.4 1 3 3 3 3 2 2.95 3 3 3 3 3 3 2 4 1 3 2 4 1 1 4 4 2 3 3 4 4 2 5 3 2 4 1 5 5 1 4 0 0 0 0 1 0 0 1 1 1 2 2 2 2 5 4 3 1 1 5 5 5 1 1 1 1
"43" 43 3 11 45 3 15 107.8 3 12.8 8 12 5 9 5 6 0 1 0 1 0 1 1 0 6 2 3 3 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 1 2 0 0 2 1 0 0 0 0 0 0 0 0 0 0 2 0 2 1 0 0 1 0 1 1 24.2 19 15 19.6 17.2 12.8 0 0 0 0 0 1 -10 50 40 1 35 1 4 4 4 4 3 4 3 4 3 4 0 19.031142 170 55 39 3.6 2 4 2 4 4 4 2.4 2 4 4 2 3 2 4 2 2 2 4 2 2 2 3 4 2 4 2 2 4 2 2 2 2 4 3 3 3 3 4 1 0 0 0 0 1 1 1 0 0 2 3 2 2 2 3 3 4 2 3 3 4 2 3 3 2
"44" 44 4 11 57 15 1 125.8 0 13.8 10 10 10 10 10 7 0 3 2 0 5 5 0 0 0 0 0 1 0 0 0 0 1 4 0 3 0 0 2 0 0 0 2 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25.2 19 26 25.6 16.2 13.8 0 0 0 0 0 0 75 25 100 1 100 1 3 3 2 5 1 5 3 4 1 5 1 20.619254 172 61 21 2.2 2 3 3 3 1 2 3.2 2 4 3 3 3 2 2 4 3 4 4 2 1 3 4 1 5 4 2 4 3 3 4 3 2 4 2 4 4 2 4 0 0 0 1 0 1 1 0 1 0 2 2 2 2 4 4 4 4 3 5 4 5 2 2 2 2
"45" 45 1 12 116 20 3 140.6 0 32 20 17 19 20 20 20 11 1 4 3 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 2 0 3 1 0 0 9 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 9.4 15 26.2 27.4 30.6 32 0 0 0 0 0 0 40 0 40 1 10 0 4 2 3 3 4 2 3 3 2 3 0 26.234568 180 85 31 2.2 1 2 3 3 2 3 3.45 4 2 4 2 4 4 3 3 4 4 3 3 4 4 4 2 4 4 2 5 3 3 5 4 2 4 3 3 5 1 5 0 0 0 1 0 1 1 1 0 1 3 3 2 2 2 5 5 5 2 5 5 5 2 2 2 2
"46" 46 2 12 106 34 16 97.6 4 32 15 13 20 19 19 20 20 10 3 1 0 0 0 9 1 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 3 1 0 0 10 10 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 2 1 1 1 0 0 6 0 0 2 0 0 1 1 1 1 0 5.4 -8 23.2 24.4 20.6 32 0 10 3 1 0 0 -30 30 0 0 40 1 1 4 3 3 4 4 4 4 4 2 0 21.203105 171 62 78 1.6 1 1 4 2 1 3 3.15 2 4 4 2 4 3 4 2 2 5 5 1 4 2 4 2 4 4 2 4 4 2 4 4 2 4 1 5 5 1 7 1 0 0 1 1 1 0 1 1 1 4 4 4 1 4 4 4 5 4 4 4 5 4 4 4 2
"47" 47 3 12 99 13 25 98.2 1 32 10 15 16 18 20 20 2 5 3 2 1 0 12 4 6 3 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 0 0 0 0 0 2 3 2 1 0 0 2 0 3 1 0 0 10 0 3 1 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 1 -2 10 6.2 21.4 30.6 32 0 0 0 0 0 0 -5 45 40 1 40 1 3 2 4 2 3 1 2 2 3 2 0 21.359306 153 50 84 1.8 1 1 5 1 2 4 3 2 4 5 1 2 4 3 3 3 4 2 4 3 4 3 2 4 4 2 3 4 2 2 4 4 2 1 5 5 1 5 1 0 0 1 1 0 1 1 0 0 3 4 2 2 2 5 4 5 1 4 4 5 2 1 1 1
"48" 48 4 12 93 18 41 93.2 1 32 6 10 18 19 20 20 0 13 2 1 2 0 21 13 5 2 0 0 0 3 0 0 0 0 0 6 0 0 2 0 0 4 0 1 0 0 0 0 2 0 0 0 9 0 1 1 0 0 10 10 0 0 0 0 2 3 2 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 -13 20.2 24.4 29.6 32 0 0 0 0 0 0 -10 20 10 0 0 0 2 4 4 5 4 2 4 3 3 2 1 23.148148 180 75 34 2.2 2 2 5 1 3 3 2.8 2 4 5 1 3 3 4 2 2 3 3 3 3 2 4 2 4 4 2 3 3 3 3 3 2 4 3 3 5 1 5 1 1 0 1 0 0 1 1 0 0 2 3 3 2 4 3 3 4 2 3 3 5 2 3 3 2
"49" 49 1 13 77 4 3 143.6 2 25.8 14 14 12 15 10 12 1 2 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 25.4 20.8 26.8 25 19.8 25.8 1 0 0 0 0 0 35 35 70 1 35 1 2 3 2 5 3 3 2 5 3 2 0 19.493177 171 57 97 3 2 3 2 4 2 4 2.6 4 2 3 3 2 4 4 2 2 4 4 2 1 3 4 3 3 4 2 3 4 2 1 4 3 3 2 4 5 1 4 0 0 0 0 1 0 1 1 1 0 2 3 3 2 3 1 2 3 2 5 4 5 2 1 2 2
"50" 50 2 13 66 4 5 148.6 3 22.8 10 12 11 11 12 10 0 2 0 1 1 0 3 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 0 0 1 1 21.4 22.8 27.8 28 25.8 22.8 0 2 0 0 1 0 -5 35 30 1 100 1 2 4 2 3 4 4 5 4 2 3 1 23.588329 166 65 18 2 2 2 4 2 2 2 3.1 2 4 2 4 2 3 1 5 4 2 4 2 2 2 2 2 4 1 5 4 2 4 2 4 3 3 3 3 5 1 5 0 0 0 0 1 1 1 1 1 0 2 2 3 3 4 4 2 3 2 2 3 3 4 4 3 3
"51" 51 3 13 63 1 6 151.6 1 25.8 13 1 12 12 12 13 0 0 0 0 1 0 0 5 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 27.4 20.8 26.8 25 25.8 25.8 0 0 0 0 0 0 99 1 100 1 70 1 2 4 3 4 2 5 2 5 2 5 1 23.545706 190 85 77 1.6 1 2 4 2 2 1 3 4 2 4 2 2 2 3 3 3 3 3 3 2 2 5 4 2 4 2 4 3 3 4 4 2 4 1 5 3 3 5 0 0 0 1 1 0 1 1 1 0 2 3 3 2 3 4 3 5 3 4 3 5 2 3 3 2
"52" 52 4 13 78 5 0 150.6 0 25.8 14 15 12 12 13 12 2 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24.4 20.8 26.8 28 24.8 25.8 0 0 0 0 0 0 10 25 35 1 30 1 2 4 3 3 2 3 3 3 2 3 1 26.234568 180 85 43 3 4 3 4 2 3 3 3.05 2 4 4 2 2 4 3 3 2 3 3 3 2 2 4 3 3 3 3 5 4 2 2 4 3 3 1 5 3 3 4 0 0 0 0 1 0 1 1 0 1 2 3 3 2 4 3 4 4 2 3 5 5 3 3 2 2
