"ID" "Subject" "Session" "PGG_Contrib_t" "PGG_PunAss_t" "PGG_PunRec_t" "PGG_Income_t" "PGG_Leader_t" "PGG_LeaPun_t" "PGG_Contrib_1" "PGG_Contrib_2" "PGG_Contrib_3" "PGG_Contrib_4" "PGG_Contrib_5" "PGG_Contrib_6" "PGG_PunAss_1" "PGG_PunAss_2" "PGG_PunAss_3" "PGG_PunAss_4" "PGG_PunAss_5" "PGG_PunAss_6" "PGG_PunRec_1" "PGG_PunRec_2" "PGG_PunRec_3" "PGG_PunRec_4" "PGG_PunRec_5" "PGG_PunRec_6" "PGG_PunAss1_1" "PGG_PunAss1_2" "PGG_PunAss1_3" "PGG_PunAss1_4" "PGG_PunAss1_5" "PGG_PunAss1_6" "PGG_PunAss2_1" "PGG_PunAss2_2" "PGG_PunAss2_3" "PGG_PunAss2_4" "PGG_PunAss2_5" "PGG_PunAss2_6" "PGG_PunAss3_1" "PGG_PunAss3_2" "PGG_PunAss3_3" "PGG_PunAss3_4" "PGG_PunAss3_5" "PGG_PunAss3_6" "PGG_PunAss4_1" "PGG_PunAss4_2" "PGG_PunAss4_3" "PGG_PunAss4_4" "PGG_PunAss4_5" "PGG_PunAss4_6" "PGG_PunRec1_1" "PGG_PunRec1_2" "PGG_PunRec1_3" "PGG_PunRec1_4" "PGG_PunRec1_5" "PGG_PunRec1_6" "PGG_PunRec2_1" "PGG_PunRec2_2" "PGG_PunRec2_3" "PGG_PunRec2_4" "PGG_PunRec2_5" "PGG_PunRec2_6" "PGG_PunRec3_1" "PGG_PunRec3_2" "PGG_PunRec3_3" "PGG_PunRec3_4" "PGG_PunRec3_5" "PGG_PunRec3_6" "PGG_PunRec4_1" "PGG_PunRec4_2" "PGG_PunRec4_3" "PGG_PunRec4_4" "PGG_PunRec4_5" "PGG_PunRec4_6" "PGG_Leader_1" "PGG_Leader_2" "PGG_Leader_3" "PGG_Leader_4" "PGG_Leader_5" "PGG_Leader_6" "PGG_Income_1" "PGG_Income_2" "PGG_Income_3" "PGG_Income_4" "PGG_Income_5" "PGG_Income_6" "PGG_LeaPun_1" "PGG_LeaPun_2" "PGG_LeaPun_3" "PGG_LeaPun_4" "PGG_LeaPun_5" "PGG_LeaPun_6" "UGDG_diff" "DG_Share" "UG_Prop_Offer" "UG_Prop_Acc" "UG_Rec_Offer" "UG_Rec_Acc" "fair_01" "anger_01" "fair_02" "anger_02" "fair_03" "anger_03" "fair_04" "anger_04" "fair_05" "anger_05" "gender" "bmi" "height" "weight" "hunger" "dom_t" "dom_01" "dom_02" "dom_03" "dom_03_rec" "dom_04" "dom_05" "mach_t" "mach_01" "mach_01_rec" "mach_02" "mach_02_rec" "mach_03" "mach_04" "mach_05" "mach_05_rec" "mach_06" "mach_07" "mach_08" "mach_08_rec" "mach_09" "mach_10" "mach_11" "mach_12" "mach_12_rec" "mach_13" "mach_13_rec" "mach_14" "mach_15" "mach_15_rec" "mach_16" "mach_17" "mach_18" "mach_18_rec" "mach_19" "mach_19_rec" "mach_20" "mach_20_rec" "sss_t" "sss_01" "sss_02" "sss_03" "sss_04" "sss_05" "sss_06" "sss_07" "sss_08" "sss_09" "sss_10" "ldom_01" "lalt_01" "lgood_01" "lhon_01" "ldom_02" "lalt_02" "lgood_02" "lhon_02" "ldom_03" "lalt_03" "lgood_03" "lhon_03" "ldom_04" "lalt_04" "lgood_04" "lhon_04"
"53" 53 1 14 69 15 23 121.8 0 15.6 15 10 10 15 18 1 1 4 3 1 2 4 1 5 4 1 1 11 0 0 0 0 0 4 1 1 3 0 0 0 0 1 0 1 2 0 0 2 0 0 0 0 0 0 0 0 0 4 1 1 2 1 1 4 0 2 1 0 0 1 0 2 1 0 0 2 0 0 0 0 0 0 23.4 14.2 19.4 27.4 21.8 15.6 0 0 0 0 0 0 15 15 30 1 40 1 3 3 3 3 1 4 3 3 2 5 0 22.204082 175 68 53 2 2 2 4 2 2 2 3.5 3 3 2 4 4 5 3 3 4 4 4 2 4 2 5 4 2 1 5 4 5 1 5 5 4 2 1 5 5 1 1 0 0 0 0 0 0 0 0 0 1 2 5 3 2 3 3 3 4 3 4 4 4 3 3 2 1
"54" 54 2 14 96 15 6 121.8 2 7.6 12 16 17 17 16 18 2 1 2 3 3 4 1 1 3 1 0 0 1 1 2 1 1 4 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 1 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 25.4 23.2 16.4 23.4 25.8 7.6 0 0 2 0 0 4 25 25 50 1 35 0 2 3 2 3 5 2 3 3 2 3 0 25.727555 173 77 70 2.4 3 2 4 2 3 2 2.85 5 1 3 3 3 4 4 2 3 5 4 2 3 3 5 5 1 3 3 4 3 3 2 4 3 3 5 1 4 2 6 1 0 0 1 0 1 1 1 1 0 2 2 3 2 4 4 4 4 3 4 5 5 3 3 4 5
"55" 55 3 14 96 5 8 134.8 2 20.6 15 16 17 18 10 20 0 2 1 1 0 1 1 1 0 2 4 0 0 2 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 24.4 22.2 26.4 21.4 19.8 20.6 0 0 0 0 0 0 -5 40 35 0 30 1 4 3 2 2 3 2 3 3 2 3 0 23.98687 178 76 33 1.6 1 3 5 1 1 2 2.8 4 2 3 3 3 2 5 1 4 4 5 1 2 3 4 4 2 4 2 3 3 3 4 4 2 4 2 4 5 1 5 1 0 0 1 0 0 1 1 1 0 2 3 3 2 2 3 3 5 2 3 3 5 3 3 3 2
"56" 56 4 14 96 6 4 151.8 2 24.6 14 16 17 16 18 15 0 2 1 0 1 2 0 2 0 1 1 0 0 2 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 28.4 19.2 26.4 27.4 25.8 24.6 0 2 0 0 0 0 10 30 40 1 50 1 2 3 2 2 3 2 3 2 1 4 0 23.384354 168 66 20 3.6 3 4 2 4 3 4 3.45 4 2 2 4 3 3 2 4 4 4 4 2 2 2 5 2 4 3 3 4 2 4 5 4 3 3 1 5 4 2 4 0 0 0 0 1 1 0 1 1 0 2 3 3 2 3 3 4 5 1 4 4 5 4 3 3 2
"57" 57 1 15 62 4 12 133.6 2 23 10 10 15 12 15 0 0 0 1 0 3 0 0 4 0 4 1 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 3 0 3 1 0 0 0 0 0 0 0 0 1 0 1 0 3 0 1 0 1 0 0 26 20.8 21.6 20 22.2 23 0 0 0 0 0 0 0 50 50 1 30 0 3 3 3 4 2 3 3 3 3 3 0 19.493177 171 57 66 3 3 4 2 4 2 2 2.75 4 2 4 2 2 2 4 2 2 3 3 3 2 3 4 3 3 4 2 3 1 5 3 3 3 3 1 5 5 1 4 1 0 0 0 1 0 1 1 0 0 2 3 3 2 3 2 3 4 2 4 4 4 2 2 2 2
"58" 58 2 15 76 17 8 118.6 0 17 0 15 14 15 17 15 0 6 4 3 4 0 7 0 0 0 1 0 0 3 0 3 1 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 4 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 15 21.8 19.6 26 19.2 17 0 0 0 0 0 0 25 0 25 1 50 1 2 4 3 3 2 3 3 3 2 3 1 23.374726 185 80 77 2.2 2 3 4 2 2 2 3.3 4 2 4 2 4 1 4 2 3 4 4 2 4 4 5 2 4 2 4 4 2 4 4 4 2 4 2 4 5 1 3 0 0 0 0 0 0 1 1 1 0 2 3 2 2 2 3 4 4 2 2 4 4 2 3 2 2
"59" 59 3 15 69 6 10 130.6 2 20 10 12 15 16 16 0 2 0 1 0 0 3 0 5 0 0 2 3 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 1 0 0 3 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 3 1 0 1 0 0 0 24 15.8 21.6 28 21.2 20 2 0 1 0 0 0 30 20 50 1 50 1 3 3 4 3 5 2 4 3 3 3 0 19.817677 174 60 28 1.8 1 2 4 2 2 2 2.95 2 4 5 1 4 2 5 1 5 5 5 1 2 1 5 4 2 2 4 2 2 4 4 4 3 3 2 4 5 1 4 0 0 0 0 0 0 1 1 1 1 1 5 3 2 1 5 3 4 1 5 3 4 1 5 3 4
"60" 60 4 15 82 15 12 102.6 2 2 20 20 0 17 10 15 5 3 0 1 0 6 0 0 6 0 3 3 0 1 0 1 0 3 5 0 0 0 0 0 0 2 0 0 0 3 0 0 0 0 0 0 0 0 1 0 1 0 0 0 4 0 2 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 1 1 11 19.8 19.6 26 24.2 2 0 0 0 0 0 6 30 0 30 0 25 1 3 2 4 2 1 4 1 4 2 4 1 20.761246 170 60 28 2.4 2 3 4 2 2 3 3.45 1 5 2 4 3 2 3 3 4 5 2 4 4 1 4 2 4 3 3 4 4 2 3 4 2 4 1 5 5 1 5 0 0 0 1 0 1 1 1 1 0 2 5 3 1 5 3 5 5 1 5 5 5 4 3 5 5
"61" 61 1 16 30 11 2 145.2 3 19.8 8 9 8 4 1 0 0 1 2 3 2 3 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 1 0 1 0 0 2 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 23.6 27 35.2 20.2 19.4 19.8 0 1 0 3 0 0 5 5 10 0 0 1 3 5 2 5 2 4 1 5 4 5 0 22.229062 171 65 20 2.4 1 3 3 3 2 3 2.8 4 2 2 4 1 5 3 3 2 1 2 4 2 1 5 3 3 5 1 4 3 3 2 3 2 4 3 3 3 3 5 1 0 0 0 0 1 1 1 1 0 5 3 2 1 4 3 3 4 4 3 3 3 4 2 3 3
"62" 62 2 16 35 5 8 165.2 2 23.8 10 8 4 8 4 1 2 0 2 0 0 1 1 1 0 2 2 2 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 34.6 29 28.2 25.2 24.4 23.8 0 0 0 0 0 1 19 1 20 0 0 1 3 3 3 2 4 2 3 3 2 5 0 20.957274 172 62 86 1 1 1 5 1 1 1 2.35 4 2 3 3 2 2 4 2 1 3 4 2 1 1 3 3 3 4 2 3 3 3 2 4 3 3 3 3 4 2 5 0 0 0 1 0 0 1 1 1 1 2 2 1 1 4 2 4 4 4 4 4 4 2 2 1 1
"63" 63 3 16 35 10 4 155.2 0 28.8 12 8 8 6 1 0 3 3 1 1 1 1 1 0 0 1 0 2 0 1 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 2 2 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31.6 23 28.2 23.2 20.4 28.8 0 0 0 0 0 0 25 5 30 1 0 0 2 3 3 3 4 4 3 3 3 3 0 19.362473 167 54 96 2.6 2 2 3 3 3 3 2.95 4 2 4 2 4 3 4 2 2 3 1 5 1 3 5 4 2 4 2 3 3 3 4 2 2 4 1 5 4 2 7 1 0 0 1 1 0 1 1 1 1 3 1 3 1 2 5 4 5 2 5 4 5 2 1 2 1
"64" 64 4 16 33 0 12 172.2 1 19.8 14 10 3 0 0 6 0 0 0 0 0 0 3 2 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 1 0 1 0 0 0 2 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 38.6 30 28.2 30.2 25.4 19.8 0 0 0 0 0 0 35 10 45 1 0 0 3 3 4 3 4 5 4 2 5 2 1 20.452885 185 70 81 2 1 2 3 3 3 1 2.25 5 1 5 1 5 3 4 2 3 4 5 1 1 2 2 5 1 5 1 2 4 2 5 1 3 3 3 3 4 2 3 0 0 0 0 1 0 1 0 1 0 2 2 3 2 3 5 5 5 3 5 5 5 2 3 2 2
"65" 65 1 17 112 19 10 175.4 0 33.4 18 18 18 18 20 20 6 4 2 3 4 0 2 3 1 0 1 3 0 0 0 0 0 0 0 2 0 2 0 0 0 2 0 0 2 0 6 0 2 1 2 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0 0 0 1 1 0 2 0 0 0 1 0 0 0 0 0 0 25.2 27.4 30.2 28.6 30.6 33.4 0 0 0 0 0 0 10 0 10 0 50 1 4 1 3 3 3 3 3 3 4 2 0 17.96875 160 46 46 2.2 2 4 5 1 2 2 3.05 5 1 2 4 2 5 4 2 3 5 5 1 1 2 5 5 1 3 3 4 3 3 5 5 5 1 1 5 3 3 6 0 0 1 0 1 1 1 1 1 0 2 3 3 3 2 5 3 5 2 5 3 5 2 3 3 3
"66" 66 2 17 105 8 10 193.4 3 28.4 12 18 16 20 19 20 2 1 2 1 0 2 0 4 0 4 0 2 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 1 0 1 0 1 1 0 1 0 29.2 33.4 29.2 40.6 32.6 28.4 0 1 2 0 0 0 10 10 20 0 50 1 3 3 1 4 3 2 1 4 2 2 0 20.983988 176 65 27 2.6 3 2 1 5 2 1 3.25 1 5 3 3 3 3 2 4 4 3 3 3 3 5 1 2 4 4 2 3 2 4 3 2 2 4 2 4 4 2 8 1 1 0 0 1 1 1 1 1 1 1 3 2 1 5 3 3 4 1 5 4 5 1 2 3 2
"67" 67 3 17 92 9 6 193.4 3 28.4 8 14 14 16 20 20 2 0 1 2 2 2 0 2 0 0 2 2 1 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 1 1 0 0 2 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 33.2 32.4 32.2 31.6 35.6 28.4 2 0 0 2 0 2 0 50 50 1 10 0 3 4 2 4 1 5 1 5 1 5 0 19.045073 173 57 44 1.6 2 2 4 2 1 1 2.6 5 1 3 3 3 2 5 1 2 4 2 4 2 1 4 3 3 5 1 3 4 2 1 5 2 4 1 5 5 1 2 0 0 0 0 0 0 1 1 0 0 3 3 3 2 3 3 3 4 3 3 3 3 3 3 3 2
"68" 68 4 17 82 8 18 240.4 0 40.4 20 1 20 20 20 1 0 4 0 1 0 3 8 0 4 3 3 0 0 2 0 0 0 1 0 2 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 6 0 2 1 2 0 1 0 1 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 47.2 35.4 39.2 37.6 40.6 40.4 0 0 0 0 0 0 20 30 50 1 20 0 2 3 3 3 1 3 3 3 1 3 0 19.817677 174 60 100 1.6 2 2 4 2 1 1 3 5 1 3 3 3 2 2 4 1 3 5 1 1 2 5 4 2 4 2 5 1 5 5 5 2 4 3 3 3 3 3 0 0 0 0 0 1 1 1 0 0 1 3 3 1 1 5 4 5 1 3 3 1 1 3 3 1
"69" 69 1 18 87 8 14 206.2 0 31.8 10 15 15 15 17 15 1 0 2 2 3 0 0 6 4 2 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 2 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 3 1 1 0 0 2 1 1 1 0 0 0 0 0 0 0 27.8 43.4 38.2 32.6 32.4 31.8 0 0 0 0 0 0 20 30 50 1 50 1 2 4 3 4 2 5 3 5 2 4 0 18.369003 153 43 96 3.4 2 4 2 4 4 3 3.2 4 2 4 2 3 2 2 4 4 4 2 4 2 2 4 3 3 2 4 4 2 4 4 2 2 4 2 4 4 2 3 0 0 0 0 1 0 1 1 0 0 4 2 3 2 4 3 3 2 4 3 3 2 4 3 3 2
"70" 70 2 18 84 6 6 187.2 1 29.8 13 12 13 14 16 16 2 3 0 0 0 1 4 1 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 35.8 28.4 30.2 29.6 33.4 29.8 2 0 0 0 0 0 50 20 70 1 45 1 4 4 3 3 2 4 2 4 2 4 0 32.744161 173 98 96 1.4 1 2 4 2 1 1 2.8 4 2 4 2 2 4 3 3 4 2 5 1 2 2 4 5 1 5 1 5 2 4 3 3 2 4 1 5 4 2 3 0 1 0 1 1 0 0 0 0 0 2 4 3 1 2 5 4 5 1 5 5 5 2 2 1 1
"71" 71 3 18 85 20 6 175.2 3 32.8 12 10 15 14 16 18 4 3 6 3 2 2 2 0 1 0 1 2 0 2 3 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 2 1 3 2 1 2 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 1 1 0 1 28.8 27.4 28.2 26.6 31.4 32.8 0 0 6 3 0 2 20 25 45 1 50 1 4 3 2 3 2 4 2 4 2 4 0 20.028842 158 50 100 3.8 4 3 2 4 4 4 2.85 2 4 2 4 3 2 3 3 2 4 3 3 1 2 2 3 3 5 1 2 3 3 4 4 2 4 1 5 5 1 3 1 0 0 0 0 0 1 0 0 1 2 3 5 5 4 2 2 4 2 3 4 4 2 3 2 3
"72" 72 4 18 92 11 19 210.2 2 35.8 12 14 15 16 17 18 2 3 2 1 1 2 3 2 5 4 2 3 0 2 1 1 1 0 1 1 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0 0 0 1 2 1 0 1 1 0 0 0 1 2 1 3 2 1 2 0 0 1 0 0 0 0 1 0 0 1 0 33.8 29.4 38.2 38.6 34.4 35.8 0 3 0 0 1 0 20 30 50 1 70 1 3 5 2 5 4 5 3 5 2 5 1 25.165146 187 88 100 1 1 1 5 1 1 1 2.85 3 3 4 2 2 5 2 4 4 3 5 1 3 4 5 1 5 5 1 4 5 1 2 3 3 3 5 1 5 1 6 0 1 1 1 0 0 1 1 0 1 2 5 2 2 4 4 4 5 2 5 5 5 3 3 3 1
"73" 73 1 19 34 25 18 179.8 1 33.6 8 5 10 3 3 5 4 4 6 6 0 5 4 3 2 1 4 4 0 0 0 0 0 0 0 1 2 2 0 3 2 2 0 2 0 1 2 1 4 2 0 1 0 0 0 0 0 0 1 2 0 0 2 2 3 1 2 1 2 2 0 0 0 0 0 0 0 0 1 0 0 0 34 31.6 22.8 26.8 31 33.6 0 0 6 0 0 0 0 30 30 1 50 1 3 4 3 4 4 4 4 4 3 4 0 21.333333 150 48 59 2.8 2 4 3 3 2 3 3.4 1 5 3 3 2 4 2 4 3 3 4 2 4 2 5 5 1 5 1 4 3 3 3 5 1 5 1 5 2 4 6 1 0 0 0 0 1 1 1 1 1 2 3 3 2 2 3 3 4 1 3 3 5 1 3 3 2
"74" 74 2 19 53 30 21 164.8 3 22.6 5 11 9 12 1 15 5 6 3 6 4 6 2 4 5 3 3 4 1 2 0 0 2 2 0 0 0 0 0 0 1 2 2 1 0 2 3 2 1 5 2 2 0 1 2 2 0 3 0 0 0 0 0 0 2 2 3 1 3 1 0 1 0 0 0 0 0 1 0 1 0 1 30 26.6 35.8 23.8 26 22.6 0 6 0 6 0 6 8 60 68 1 60 1 3 4 4 2 3 3 4 4 3 5 0 19.662308 179 63 34 1.4 2 1 4 2 1 1 1.75 5 1 5 1 2 2 4 2 1 1 4 2 1 1 5 5 1 5 1 3 4 2 2 1 4 2 5 1 3 3 1 0 0 0 0 0 0 1 0 0 0 2 3 5 4 3 3 2 4 3 3 4 5 1 3 2 1
"75" 75 3 19 24 32 15 173.8 2 32.6 7 8 3 2 0 4 6 5 6 3 8 4 3 4 2 3 0 3 3 1 2 1 2 2 2 2 3 1 3 1 0 0 0 0 0 0 1 2 1 1 3 1 2 2 0 2 0 1 1 2 2 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 30 30.6 29.8 36.8 14 32.6 6 0 0 0 8 0 30 30 60 1 30 1 2 4 2 3 2 3 2 4 3 3 1 21.513859 167 60 58 3 2 4 3 3 3 3 3.05 2 4 3 3 2 3 2 4 2 4 2 4 2 2 5 2 4 3 3 2 3 3 2 3 2 4 3 3 4 2 4 0 0 1 0 1 0 1 1 0 0 2 4 3 3 2 3 2 3 3 3 3 4 3 2 2 3
"76" 76 4 19 51 1 34 234.8 0 38.6 15 5 10 15 1 5 0 1 0 0 0 0 6 5 6 8 5 4 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 4 2 0 1 3 2 1 5 2 2 1 2 1 1 3 1 0 0 0 0 0 0 0 0 0 0 0 0 37 40.6 40.8 41.8 36 38.6 0 0 0 0 0 0 50 0 50 1 68 1 4 2 3 3 4 4 3 3 2 3 0 18.365473 165 50 7 3.4 3 4 4 2 4 4 2.45 5 1 5 1 3 2 3 3 2 5 5 1 1 1 5 5 1 5 1 4 3 3 3 3 3 3 1 5 5 1 5 1 0 0 0 1 1 1 1 0 0 2 5 3 2 3 1 3 5 2 5 4 5 2 2 2 2
"77" 77 1 20 78 10 16 146.4 1 30.8 20 15 10 11 10 12 2 0 1 3 2 2 2 1 4 2 3 4 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 2 1 3 2 1 2 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 18 17.2 27.8 24.8 27.8 30.8 0 0 0 3 0 0 0 40 40 0 45 1 4 2 3 3 2 3 3 3 2 3 0 21.55102 175 66 1 2.4 2 2 3 3 2 3 2.65 5 1 3 3 3 3 4 2 3 4 4 2 2 2 3 3 3 5 1 2 3 3 3 3 2 4 3 3 3 3 2 0 0 0 0 1 0 0 1 0 0 2 5 4 3 2 4 4 4 2 4 4 4 2 4 4 3
"78" 78 2 20 33 12 6 159.4 1 22.8 0 0 0 10 13 10 0 0 3 2 1 6 0 0 0 1 3 2 0 0 2 2 1 3 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 0 0 34 29.2 23.8 23.8 25.8 22.8 0 0 3 0 0 0 10 0 10 0 50 1 4 5 3 5 4 5 2 5 4 5 1 17.450133 193 65 20 1.2 1 1 5 1 1 2 3.15 5 1 2 4 2 3 2 4 4 4 5 1 2 2 5 4 2 2 4 4 2 4 2 5 2 4 1 5 5 1 6 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 5 5 5 1 5 5 5 1 1 1 1
"79" 79 3 20 32 12 7 163.4 4 32.8 4 8 2 4 4 10 3 1 2 0 4 2 1 0 0 1 1 4 2 1 2 0 2 1 0 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 30 20.2 22.8 31.8 25.8 32.8 3 1 0 0 4 2 0 50 50 1 40 0 2 3 3 4 2 3 3 4 2 4 0 24.221453 170 70 95 2.4 2 2 3 3 3 2 2.75 4 2 2 4 4 5 3 3 4 3 4 2 1 2 3 3 3 4 2 3 4 2 2 3 4 2 2 4 5 1 6 0 1 1 0 1 0 1 1 0 1 2 5 3 3 3 2 3 3 2 4 3 3 2 1 3 3
"80" 80 4 20 23 0 5 178.4 0 32.8 11 0 5 7 0 0 0 0 0 0 0 0 2 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 29.2 27.8 28.8 30.8 32.8 0 0 0 0 0 0 45 0 45 1 10 0 3 3 3 3 2 3 3 3 1 4 0 22.857143 175 70 100 2 2 2 4 2 2 2 3.05 2 4 4 2 4 2 4 2 5 5 4 2 3 4 4 4 2 5 1 3 4 2 3 3 3 3 1 5 4 2 4 0 0 0 0 0 0 1 1 1 1 2 3 3 2 4 3 3 4 2 3 3 4 2 3 3 2
"81" 81 1 21 110 58 85 380.6 2 80.2 20 20 20 10 20 20 15 13 20 5 5 0 14 17 11 6 20 17 0 0 0 0 0 0 6 5 10 2 5 0 6 5 10 2 0 0 3 3 0 1 0 0 0 0 0 0 0 0 2 5 1 0 10 6 4 3 3 0 1 3 8 9 7 6 9 8 1 0 0 1 0 0 55.4 68.8 43.4 50.2 82.6 80.2 15 0 0 5 0 0 5 50 55 1 35 0 3 2 2 4 3 4 2 4 5 2 1 20.897959 175 64 16 2.4 2 2 3 3 3 2 3.05 4 2 4 2 3 3 4 2 2 4 3 3 2 3 5 4 2 4 2 4 2 4 4 4 2 4 2 4 4 2 4 0 0 0 0 1 1 1 1 0 0 2 3 3 2 2 5 5 5 2 5 5 5 2 3 2 2
"82" 82 2 21 120 44 95 414.6 1 50.2 20 20 20 20 20 20 4 10 2 6 10 12 18 17 19 15 15 11 2 5 1 0 10 6 0 0 0 0 0 0 2 5 1 5 0 6 0 0 0 1 0 0 6 5 10 2 5 0 0 0 0 0 0 0 4 3 2 6 1 3 8 9 7 7 9 8 0 0 1 0 0 0 78.4 71.8 85.4 66.2 62.6 50.2 0 0 2 0 0 0 15 30 45 1 54 1 2 4 2 4 1 3 3 3 3 4 0 20.715694 173 62 87 3.6 4 4 3 3 4 3 2.7 4 2 3 3 4 2 4 2 2 4 4 2 1 1 5 4 2 3 3 4 4 2 4 4 4 2 2 4 5 1 4 0 0 0 0 1 1 0 1 1 0 2 3 3 3 2 3 3 2 1 3 4 5 1 3 2 2
"83" 83 3 21 115 40 88 402.6 2 65.2 20 20 20 20 15 20 8 9 7 8 2 6 16 19 18 14 7 14 4 3 3 0 1 3 4 3 2 6 1 3 0 0 0 0 0 0 0 3 2 2 0 0 6 5 10 2 0 0 2 5 1 5 0 6 0 0 0 0 0 0 8 9 7 7 7 8 0 0 0 0 1 1 68.4 78.8 77.4 61.2 51.6 65.2 0 0 0 0 2 6 18 36 54 1 55 1 2 5 2 3 1 4 2 3 4 2 0 23.510204 175 72 77 1.4 1 1 4 2 2 1 3.3 2 4 2 4 4 1 2 4 4 4 4 2 5 4 4 2 4 4 2 4 3 3 4 2 5 1 1 5 5 1 7 0 1 0 1 0 1 1 1 1 1 1 2 3 1 1 4 3 5 1 5 4 5 1 1 3 1
"84" 84 4 21 89 141 15 108.6 1 12.2 11 17 16 18 14 13 24 27 21 20 25 24 3 6 2 4 0 0 8 9 7 6 9 8 8 9 7 7 9 8 8 9 7 7 7 8 0 0 0 0 0 0 3 3 0 1 0 0 0 0 0 1 0 0 0 3 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 22.4 24.8 19.4 21.2 8.6 12.2 0 27 0 0 0 0 20 15 35 0 45 1 4 4 5 3 3 3 4 2 4 4 1 22.634676 188 80 15 1 1 1 5 1 1 1 3.6 1 5 2 4 5 2 3 3 5 1 4 2 4 4 4 1 5 2 4 4 3 3 2 4 2 4 1 5 4 2 9 1 1 0 1 1 1 1 1 1 1 1 4 4 2 5 1 2 4 1 5 3 5 3 1 2 4
